r53_Name,r53_ResourceRecordsValue
gds-goods-market-pricing-prod-ro.prod.us-west-1.aws.groupondev.com,goods-market-pricing-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-market-pricing-prod-rw.prod.us-west-1.aws.groupondev.com,goods-market-pricing-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-ob-control-prod-ro.prod.us-west-1.aws.groupondev.com,goods-ob-control-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-ob-control-prod-rw.prod.us-west-1.aws.groupondev.com,goods-ob-control-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-promo-mgr-prod-ro.prod.us-west-1.aws.groupondev.com,goods-promo-mgr-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-promo-mgr-prod-rw.prod.us-west-1.aws.groupondev.com,goods-promo-mgr-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-stores-prod-ro.prod.us-west-1.aws.groupondev.com,goods-stores-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goods-stores-prod-rw.prod.us-west-1.aws.groupondev.com,goods-stores-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-ro.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-ro.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-ro.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod-3.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-ro.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod-4.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-ro.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod-5.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-goodscentraldb-prod-rw.prod.us-west-1.aws.groupondev.com,goodscentraldb-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-grodd-prod-ro.prod.us-west-1.aws.groupondev.com,grodd-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-grodd-prod-rw.prod.us-west-1.aws.groupondev.com,grodd-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-gtwy-travel-inv-prod-ro.prod.us-west-1.aws.groupondev.com,gtwy-travel-inv-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-gtwy-travel-inv-prod-rw.prod.us-west-1.aws.groupondev.com,gtwy-travel-inv-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sac1-prod-ro.prod.us-west-1.aws.groupondev.com,hive-sac1-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sac1-prod-rw.prod.us-west-1.aws.groupondev.com,hive-sac1-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sac1-sox-prod-ro.prod.us-west-1.aws.groupondev.com,hive-sac1-sox-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sac1-sox-prod-rw.prod.us-west-1.aws.groupondev.com,hive-sac1-sox-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sox-prod-ro.prod.us-west-1.aws.groupondev.com,hive-sox-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hive-sox-prod-rw.prod.us-west-1.aws.groupondev.com,hive-sox-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hue-sac1-prod-ro.prod.us-west-1.aws.groupondev.com,hue-sac1-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hue-sac1-prod-rw.prod.us-west-1.aws.groupondev.com,hue-sac1-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hue430-prod-ro.prod.us-west-1.aws.groupondev.com,hue430-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-hue430-prod-rw.prod.us-west-1.aws.groupondev.com,hue430-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-iamsam-prod-ro.prod.us-west-1.aws.groupondev.com,iamsam-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-iamsam-prod-rw.prod.us-west-1.aws.groupondev.com,iamsam-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-im-push-prod-ro.prod.us-west-1.aws.groupondev.com,im-push-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-im-push-prod-rw.prod.us-west-1.aws.groupondev.com,im-push-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-impact-report-prod-ro.prod.us-west-1.aws.groupondev.com,impact-report-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-impact-report-prod-rw.prod.us-west-1.aws.groupondev.com,impact-report-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-incentive-service-ro.prod.us-west-1.aws.groupondev.com,incentives-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-incentive-service-rw.prod.us-west-1.aws.groupondev.com,incentives-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-incentives-prod-ro.prod.us-west-1.aws.groupondev.com,incentives-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-incentives-prod-rw.prod.us-west-1.aws.groupondev.com,incentives-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-janus-metrics-prod-ro.prod.us-west-1.aws.groupondev.com,janus-metrics-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-janus-metrics-prod-rw.prod.us-west-1.aws.groupondev.com,janus-metrics-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-janus-prod-ro.prod.us-west-1.aws.groupondev.com,janus-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-janus-prod-rw.prod.us-west-1.aws.groupondev.com,janus-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-jira-pg-prod-ro.prod.us-west-1.aws.groupondev.com,jira-pg-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-jira-pg-prod-rw.prod.us-west-1.aws.groupondev.com,jira-pg-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-jira-prod-ro.prod.us-west-1.aws.groupondev.com,jira-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-jira-prod-rw.prod.us-west-1.aws.groupondev.com,jira-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-kb-subscription-prod-ro.prod.us-west-1.aws.groupondev.com,kb-subscription-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-kb-subscription-prod-rw.prod.us-west-1.aws.groupondev.com,kb-subscription-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-killbill-prod-ro.prod.us-west-1.aws.groupondev.com,killbill-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-killbill-prod-rw.prod.us-west-1.aws.groupondev.com,killbill-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-login-prod-ro.prod.us-west-1.aws.groupondev.com,login-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-login-prod-rw.prod.us-west-1.aws.groupondev.com,login-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-sf-backup-prod-ro.prod.us-west-1.aws.groupondev.com,ls-sf-backup-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-sf-backup-prod-rw.prod.us-west-1.aws.groupondev.com,ls-sf-backup-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-deals-prod-ro.prod.us-west-1.aws.groupondev.com,ls-va-deals-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-deals-prod-rw.prod.us-west-1.aws.groupondev.com,ls-va-deals-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-orders-prod-ro.prod.us-west-1.aws.groupondev.com,ls-va-orders-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-orders-prod-rw.prod.us-west-1.aws.groupondev.com,ls-va-orders-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-subscript-prod-ro.prod.us-west-1.aws.groupondev.com,ls-va-subscript-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-subscript-prod-rw.prod.us-west-1.aws.groupondev.com,ls-va-subscript-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-travel-prod-ro.prod.us-west-1.aws.groupondev.com,ls-va-travel-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-travel-prod-rw.prod.us-west-1.aws.groupondev.com,ls-va-travel-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-users-prod-ro.prod.us-west-1.aws.groupondev.com,ls-va-users-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ls-va-users-prod-rw.prod.us-west-1.aws.groupondev.com,ls-va-users-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-m3-place-service-prod-ro.prod.us-west-1.aws.groupondev.com,m3-place-service-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-m3-place-service-prod-rw.prod.us-west-1.aws.groupondev.com,m3-place-service-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mailman-prod-ro.prod.us-west-1.aws.groupondev.com,mailman-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mailman-prod-rw.prod.us-west-1.aws.groupondev.com,mailman-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mana-prod-ro.prod.us-west-1.aws.groupondev.com,mana-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mana-prod-rw.prod.us-west-1.aws.groupondev.com,mana-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-marketing-deal-service-prod-ro.prod.us-west-1.aws.groupondev.com,marketing-deal-service-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-marketing-deal-service-prod-rw.prod.us-west-1.aws.groupondev.com,marketing-deal-service-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-megatron-dataproc-prod-ro.prod.us-west-1.aws.groupondev.com,megatron-dataproc-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-megatron-dataproc-prod-rw.prod.us-west-1.aws.groupondev.com,megatron-dataproc-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-megatron-prod-ro.prod.us-west-1.aws.groupondev.com,megatron-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-megatron-prod-rw.prod.us-west-1.aws.groupondev.com,megatron-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-menu-service-prod-ro.prod.us-west-1.aws.groupondev.com,menu-service-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-menu-service-prod-rw.prod.us-west-1.aws.groupondev.com,menu-service-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merch-lifecycle-prod-ro.prod.us-west-1.aws.groupondev.com,merch-lifecycle-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merch-lifecycle-prod-rw.prod.us-west-1.aws.groupondev.com,merch-lifecycle-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-access-prod-ro.prod.us-west-1.aws.groupondev.com,merchant-access-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-access-prod-rw.prod.us-west-1.aws.groupondev.com,merchant-access-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-analyt-prod-ro.prod.us-west-1.aws.groupondev.com,merchant-analyt-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-analyt-prod-rw.prod.us-west-1.aws.groupondev.com,merchant-analyt-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-change-management-ro.prod.us-west-1.aws.groupondev.com,merchant-change-management-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-change-management-rw.prod.us-west-1.aws.groupondev.com,merchant-change-management.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-wallet-prod-ro.prod.us-west-1.aws.groupondev.com,merchant-wallet-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-merchant-wallet-prod-rw.prod.us-west-1.aws.groupondev.com,merchant-wallet-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-message2ledger-prod-ro.prod.us-west-1.aws.groupondev.com,message2ledger-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-message2ledger-prod-rw.prod.us-west-1.aws.groupondev.com,message2ledger-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-metro-draft-prod-ro.prod.us-west-1.aws.groupondev.com,metro-draft-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-metro-draft-prod-rw.prod.us-west-1.aws.groupondev.com,metro-draft-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mls-deal-index-prod-ro.prod.us-west-1.aws.groupondev.com,mls-deal-index-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mls-deal-index-prod-rw.prod.us-west-1.aws.groupondev.com,mls-deal-index-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mobile-push-token-service-prod-ro.prod.us-west-1.aws.groupondev.com,mobile-push-token-service-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mobile-push-token-service-prod-rw.prod.us-west-1.aws.groupondev.com,mobile-push-token-service-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mpp-service-prod-ro.prod.us-west-1.aws.groupondev.com,mpp-service-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-mpp-service-prod-rw.prod.us-west-1.aws.groupondev.com,mpp-service-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-core-us-101-prod-ro.prod.us-west-1.aws.groupondev.com,my-core-us-101-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-core-us-101-prod-rw.prod.us-west-1.aws.groupondev.com,my-core-us-101-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-gl-441-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-gl-441-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-gl-441-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-gl-441-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-001-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-001-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-001-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-001-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-002-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-002-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-002-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-002-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-003-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-003-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-003-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-003-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-004-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-004-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-004-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-004-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-005-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-005-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-005-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-005-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-006-prod-ro.prod.us-west-1.aws.groupondev.com,my-noncore-us-006-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-my-noncore-us-006-prod-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-006-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-online-bookingcs-prod-ro.prod.us-west-1.aws.groupondev.com,online-bookingcs-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-online-bookingcs-prod-rw.prod.us-west-1.aws.groupondev.com,online-bookingcs-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-oozie-sac1-prod-ro.prod.us-west-1.aws.groupondev.com,oozie-sac1-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-oozie-sac1-prod-rw.prod.us-west-1.aws.groupondev.com,oozie-sac1-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-opt-knowledge-prod-ro.prod.us-west-1.aws.groupondev.com,opt-knowledge-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-opt-knowledge-prod-rw.prod.us-west-1.aws.groupondev.com,opt-knowledge-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-optimizely-data-listener-prod-ro.prod.us-west-1.aws.groupondev.com,optimizely-data-listener-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-optimizely-data-listener-prod-ro.prod.us-west-1.aws.groupondev.com,optimizely-data-listener-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-optimizely-data-listener-prod-rw.prod.us-west-1.aws.groupondev.com,optimizely-data-listener-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-optimus-prod-ro.prod.us-west-1.aws.groupondev.com,optimus-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-optimus-prod-rw.prod.us-west-1.aws.groupondev.com,optimus-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-msg-prod-ro.prod.us-west-1.aws.groupondev.com,orders-msg-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-msg-prod-rw.prod.us-west-1.aws.groupondev.com,orders-msg-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-prod-ro.prod.us-west-1.aws.groupondev.com,orders-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-prod-rw.prod.us-west-1.aws.groupondev.com,orders-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-service-prod-ro.prod.us-west-1.aws.groupondev.com,orders-service-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-orders-service-prod-rw.prod.us-west-1.aws.groupondev.com,orders-service-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-partner-attr-map-prod-ro.prod.us-west-1.aws.groupondev.com,partner-attr-map-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-partner-attr-map-prod-rw.prod.us-west-1.aws.groupondev.com,partner-attr-map-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-au-noncore-us-701-prod-ro.prod.us-west-1.aws.groupondev.com,pg-au-noncore-us-701-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-au-noncore-us-701-prod-rw.prod.us-west-1.aws.groupondev.com,pg-au-noncore-us-701-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-cmk-test-prod-ro.prod.us-west-1.aws.groupondev.com,pg-cmk-test-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-cmk-test-prod-rw.prod.us-west-1.aws.groupondev.com,pg-cmk-test-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-core-us-151-prod-ro.prod.us-west-1.aws.groupondev.com,pg-core-us-151-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-core-us-151-prod-rw.prod.us-west-1.aws.groupondev.com,pg-core-us-151-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-gl-461-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-gl-461-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-gl-461-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-gl-461-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-051-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-051-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-051-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-051-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-051-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-051-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-051-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-051-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-051-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-051-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-052-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-052-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-052-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-052-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-053-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-053-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-053-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-053-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-054-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-054-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-054-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-054-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-055-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-055-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-055-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-055-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-056-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-056-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-056-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-056-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-057-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-057-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-061-prod-ro.prod.us-west-1.aws.groupondev.com,pg-noncore-us-061-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pg-noncore-us-061-prod-rw.prod.us-west-1.aws.groupondev.com,pg-noncore-us-061-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pricing-prod-ro.prod.us-west-1.aws.groupondev.com,pricing-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pricing-prod-rw.prod.us-west-1.aws.groupondev.com,pricing-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-program-enroll-prod-ro.prod.us-west-1.aws.groupondev.com,program-enroll-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-program-enroll-prod-rw.prod.us-west-1.aws.groupondev.com,program-enroll-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-proximity-notify-prod-ro.prod.us-west-1.aws.groupondev.com,proximity-notify-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-proximity-notify-prod-rw.prod.us-west-1.aws.groupondev.com,proximity-notify-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pwa-copy-prod-ro.prod.us-west-1.aws.groupondev.com,pwa-copy-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pwa-copy-prod-rw.prod.us-west-1.aws.groupondev.com,pwa-copy-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pwa-prod-ro.prod.us-west-1.aws.groupondev.com,pwa-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-pwa-prod-rw.prod.us-west-1.aws.groupondev.com,pwa-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rainbow-prod-ro.prod.us-west-1.aws.groupondev.com,rainbow-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rainbow-prod-ro.prod.us-west-1.aws.groupondev.com,rainbow-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rainbow-prod-ro.prod.us-west-1.aws.groupondev.com,rainbow-prod-3.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rainbow-prod-ro.prod.us-west-1.aws.groupondev.com,rainbow-prod-4.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rainbow-prod-rw.prod.us-west-1.aws.groupondev.com,rainbow-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ranger-prod-ro.prod.us-west-1.aws.groupondev.com,ranger-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ranger-prod-rw.prod.us-west-1.aws.groupondev.com,ranger-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ranger-sac1-prod-ro.prod.us-west-1.aws.groupondev.com,ranger-sac1-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ranger-sac1-prod-rw.prod.us-west-1.aws.groupondev.com,ranger-sac1-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-regla-prod-ro.prod.us-west-1.aws.groupondev.com,regla-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-regla-prod-rw.prod.us-west-1.aws.groupondev.com,regla-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
