InstanceConfig,Price_With_rep($/Month)
109 x cache.t2.medium,13812.479999999998
95 x cache.r5.large,13816.800000000001
20 x cache.r5.xlarge,13823.999999999998
48 x cache.r5.xlarge,13824.000000000002
5 x cache.r5.4xlarge,13831.2
10 x cache.r5.2xlarge,13838.4
12 x cache.r5.4xlarge,13841.279999999999
24 x cache.r5.2xlarge,13858.56
19 x cache.r4.xlarge,13871.52
40 x cache.r5.large,13881.6
53 x cache.m5.large,13890.239999999998
53 x cache.m4.large,13890.239999999998
38 x cache.r4.large,13898.880000000001
2 x cache.r5.24xlarge,13910.4
4 x cache.r5.12xlarge,13910.4
115 x cache.t4g.medium,13910.4
138 x cache.m5.large,13910.4
110 x cache.t3.medium,13939.199999999999
110 x cache.t2.medium,13939.199999999999
47 x cache.r6g.large,13942.079999999998
65 x cache.m6g.large,13946.399999999998
96 x cache.r5.large,13962.240000000002
70 x cache.m5.xlarge,14011.2
139 x cache.m5.large,14011.2
116 x cache.t4g.medium,14031.36
35 x cache.m5.2xlarge,14061.6
111 x cache.t3.medium,14065.919999999998
111 x cache.t2.medium,14065.919999999998
97 x cache.r5.large,14107.68
49 x cache.r5.xlarge,14112.000000000002
140 x cache.m5.large,14112.000000000002
27 x cache.m4.xlarge,14113.439999999999
27 x cache.m5.xlarge,14113.439999999999
33 x cache.m6g.xlarge,14113.439999999999
54 x cache.m5.large,14152.32
54 x cache.m4.large,14152.32
117 x cache.t4g.medium,14152.320000000002
66 x cache.m6g.large,14160.96
2 x cache.r6g.12xlarge,14183.999999999998
3 x cache.r6g.8xlarge,14186.880000000001
6 x cache.r6g.4xlarge,14186.880000000001
12 x cache.r6g.2xlarge,14186.880000000001
112 x cache.t3.medium,14192.64
112 x cache.t2.medium,14192.64
24 x cache.r6g.xlarge,14204.16
71 x cache.m5.xlarge,14211.360000000002
141 x cache.m5.large,14212.800000000001
41 x cache.r5.large,14228.64
48 x cache.r6g.large,14238.720000000001
98 x cache.r5.large,14253.12
39 x cache.r4.large,14264.640000000001
118 x cache.t4g.medium,14273.280000000002
142 x cache.m5.large,14313.600000000002
113 x cache.t3.medium,14319.359999999999
113 x cache.t2.medium,14319.359999999999
67 x cache.m6g.large,14375.519999999999
119 x cache.t4g.medium,14394.24
99 x cache.r5.large,14398.56
50 x cache.r5.xlarge,14400.0
18 x cache.m5.4xlarge,14411.52
72 x cache.m5.xlarge,14411.52
55 x cache.m5.large,14414.400000000001
55 x cache.m4.large,14414.400000000001
143 x cache.m5.large,14414.400000000001
25 x cache.r5.2xlarge,14436.000000000002
114 x cache.t3.medium,14446.08
114 x cache.t2.medium,14446.08
36 x cache.m5.2xlarge,14463.36
3 x cache.m5.24xlarge,14515.2
6 x cache.m5.12xlarge,14515.2
21 x cache.r5.xlarge,14515.2
120 x cache.t4g.medium,14515.2
144 x cache.m5.large,14515.200000000003
17 x cache.m6g.2xlarge,14516.64
49 x cache.r6g.large,14535.359999999999
34 x cache.m6g.xlarge,14541.119999999999
100 x cache.r5.large,14544.000000000002
115 x cache.t3.medium,14572.8
115 x cache.t2.medium,14572.8
42 x cache.r5.large,14575.68
68 x cache.m6g.large,14590.08
5 x cache.r4.4xlarge,14601.6
10 x cache.r4.2xlarge,14601.6
20 x cache.r4.xlarge,14601.6
73 x cache.m5.xlarge,14611.68
145 x cache.m5.large,14616.000000000002
13 x cache.r6gd.xlarge,14620.320000000002
40 x cache.r4.large,14630.4
7 x cache.m5.4xlarge,14636.159999999998
7 x cache.m4.4xlarge,14636.159999999998
28 x cache.m4.xlarge,14636.159999999998
28 x cache.m5.xlarge,14636.159999999998
121 x cache.t4g.medium,14636.160000000002
14 x cache.m5.2xlarge,14656.32
14 x cache.m4.2xlarge,14656.32
56 x cache.m5.large,14676.48
56 x cache.m4.large,14676.48
51 x cache.r5.xlarge,14688.0
101 x cache.r5.large,14689.44
116 x cache.t3.medium,14699.52
116 x cache.t2.medium,14699.52
146 x cache.m5.large,14716.800000000001
122 x cache.t4g.medium,14757.12
25 x cache.r6g.xlarge,14795.999999999998
69 x cache.m6g.large,14804.639999999998
74 x cache.m5.xlarge,14811.840000000002
147 x cache.m5.large,14817.600000000002
117 x cache.t3.medium,14826.24
117 x cache.t2.medium,14826.24
50 x cache.r6g.large,14832.0
102 x cache.r5.large,14834.880000000003
37 x cache.m5.2xlarge,14865.12
123 x cache.t4g.medium,14878.080000000002
148 x cache.m5.large,14918.400000000003
43 x cache.r5.large,14922.72
57 x cache.m5.large,14938.56
57 x cache.m4.large,14938.56
118 x cache.t3.medium,14952.959999999997
118 x cache.t2.medium,14952.959999999997
35 x cache.m6g.xlarge,14968.8
52 x cache.r5.xlarge,14976.000000000002
103 x cache.r5.large,14980.320000000002
13 x cache.r5.4xlarge,14994.720000000001
41 x cache.r4.large,14996.159999999998
124 x cache.t4g.medium,14999.04
75 x cache.m5.xlarge,15012.000000000002
26 x cache.r5.2xlarge,15013.439999999999
70 x cache.m6g.large,15019.199999999999
149 x cache.m5.large,15019.200000000003
119 x cache.t3.medium,15079.679999999998
119 x cache.t2.medium,15079.679999999998
125 x cache.t4g.medium,15120.0
150 x cache.m5.large,15120.000000000004
104 x cache.r5.large,15125.760000000002
51 x cache.r6g.large,15128.64
29 x cache.m4.xlarge,15158.879999999997
29 x cache.m5.xlarge,15158.879999999997
58 x cache.m5.large,15200.64
58 x cache.m4.large,15200.64
22 x cache.r5.xlarge,15206.399999999998
120 x cache.t3.medium,15206.399999999998
120 x cache.t2.medium,15206.399999999998
19 x cache.m5.4xlarge,15212.16
76 x cache.m5.xlarge,15212.16
11 x cache.r5.2xlarge,15222.24
71 x cache.m6g.large,15233.759999999998
126 x cache.t4g.medium,15240.960000000001
53 x cache.r5.xlarge,15264.000000000002
38 x cache.m5.2xlarge,15266.880000000001
44 x cache.r5.large,15269.759999999998
105 x cache.r5.large,15271.2
21 x cache.r4.xlarge,15331.68
121 x cache.t3.medium,15333.119999999999
121 x cache.t2.medium,15333.119999999999
42 x cache.r4.large,15361.919999999998
127 x cache.t4g.medium,15361.920000000002
3 x cache.m6g.12xlarge,15366.24
13 x cache.r6g.2xlarge,15369.119999999999
9 x cache.m6g.4xlarge,15370.56
18 x cache.m6g.2xlarge,15370.56
26 x cache.r6g.xlarge,15387.84
36 x cache.m6g.xlarge,15396.48
77 x cache.m5.xlarge,15412.320000000002
106 x cache.r5.large,15416.640000000001
52 x cache.r6g.large,15425.279999999999
72 x cache.m6g.large,15448.32
122 x cache.t3.medium,15459.84
122 x cache.t2.medium,15459.84
59 x cache.m5.large,15462.72
59 x cache.m4.large,15462.72
128 x cache.t4g.medium,15482.880000000001
54 x cache.r5.xlarge,15552.000000000004
107 x cache.r5.large,15562.08
123 x cache.t3.medium,15586.560000000001
123 x cache.t2.medium,15586.560000000001
27 x cache.r5.2xlarge,15590.880000000001
129 x cache.t4g.medium,15603.840000000002
78 x cache.m5.xlarge,15612.480000000001
45 x cache.r5.large,15616.8
73 x cache.m6g.large,15662.880000000001
39 x cache.m5.2xlarge,15668.64
30 x cache.m4.xlarge,15681.6
30 x cache.m5.xlarge,15681.6
3 x cache.m4.10xlarge,15685.919999999998
15 x cache.m5.2xlarge,15703.199999999999
15 x cache.m4.2xlarge,15703.199999999999
108 x cache.r5.large,15707.520000000002
124 x cache.t3.medium,15713.279999999999
124 x cache.t2.medium,15713.279999999999
53 x cache.r6g.large,15721.919999999998
7 x cache.r6gd.2xlarge,15724.8
60 x cache.m5.large,15724.8
60 x cache.m4.large,15724.8
130 x cache.t4g.medium,15724.8
43 x cache.r4.large,15727.680000000002
14 x cache.r6gd.xlarge,15744.960000000003
79 x cache.m5.xlarge,15812.640000000003
37 x cache.m6g.xlarge,15824.16
55 x cache.r5.xlarge,15840.0
125 x cache.t3.medium,15840.0
125 x cache.t2.medium,15840.0
131 x cache.t4g.medium,15845.76
109 x cache.r5.large,15852.960000000001
74 x cache.m6g.large,15877.440000000002
23 x cache.r5.xlarge,15897.599999999999
46 x cache.r5.large,15963.840000000002
126 x cache.t3.medium,15966.719999999998
126 x cache.t2.medium,15966.719999999998
132 x cache.t4g.medium,15966.720000000001
27 x cache.r6g.xlarge,15979.679999999998
61 x cache.m5.large,15986.88
61 x cache.m4.large,15986.88
110 x cache.r5.large,15998.400000000003
20 x cache.m5.4xlarge,16012.8
80 x cache.m5.xlarge,16012.8
54 x cache.r6g.large,16018.56
11 x cache.r4.2xlarge,16061.760000000002
22 x cache.r4.xlarge,16061.760000000002
40 x cache.m5.2xlarge,16070.400000000001
133 x cache.t4g.medium,16087.680000000002
75 x cache.m6g.large,16092.0
44 x cache.r4.large,16093.439999999999
127 x cache.t3.medium,16093.439999999999
127 x cache.t2.medium,16093.439999999999
56 x cache.r5.xlarge,16128.0
111 x cache.r5.large,16143.840000000002
14 x cache.r5.4xlarge,16148.160000000002
28 x cache.r5.2xlarge,16168.320000000002
31 x cache.m4.xlarge,16204.32
31 x cache.m5.xlarge,16204.32
134 x cache.t4g.medium,16208.64
81 x cache.m5.xlarge,16212.960000000001
128 x cache.t3.medium,16220.16
128 x cache.t2.medium,16220.16
19 x cache.m6g.2xlarge,16224.480000000001
62 x cache.m5.large,16248.96
62 x cache.m4.large,16248.96
38 x cache.m6g.xlarge,16251.839999999998
112 x cache.r5.large,16289.280000000002
76 x cache.m6g.large,16306.560000000001
47 x cache.r5.large,16310.880000000001
55 x cache.r6g.large,16315.2
135 x cache.t4g.medium,16329.599999999999
129 x cache.t3.medium,16346.88
129 x cache.t2.medium,16346.88
82 x cache.m5.xlarge,16413.120000000003
57 x cache.r5.xlarge,16416.0
113 x cache.r5.large,16434.72
136 x cache.t4g.medium,16450.56
45 x cache.r4.large,16459.2
41 x cache.m5.2xlarge,16472.160000000003
130 x cache.t3.medium,16473.6
130 x cache.t2.medium,16473.6
63 x cache.m5.large,16511.039999999997
63 x cache.m4.large,16511.039999999997
77 x cache.m6g.large,16521.12
7 x cache.r6g.4xlarge,16551.36
14 x cache.r6g.2xlarge,16551.36
28 x cache.r6g.xlarge,16571.52
137 x cache.t4g.medium,16571.52
114 x cache.r5.large,16580.16
24 x cache.r5.xlarge,16588.800000000003
6 x cache.r5.4xlarge,16597.440000000002
131 x cache.t3.medium,16600.32
131 x cache.t2.medium,16600.32
12 x cache.r5.2xlarge,16606.08
56 x cache.r6g.large,16611.84
83 x cache.m5.xlarge,16613.280000000002
1 x cache.r5.24xlarge,16632.000000000004
2 x cache.r5.12xlarge,16632.000000000004
48 x cache.r5.large,16657.920000000002
39 x cache.m6g.xlarge,16679.52
138 x cache.t4g.medium,16692.480000000003
58 x cache.r5.xlarge,16704.000000000004
115 x cache.r5.large,16725.6
8 x cache.m5.4xlarge,16727.04
8 x cache.m4.4xlarge,16727.04
32 x cache.m4.xlarge,16727.04
32 x cache.m5.xlarge,16727.04
132 x cache.t3.medium,16727.04
132 x cache.t2.medium,16727.04
78 x cache.m6g.large,16735.68
29 x cache.r5.2xlarge,16745.760000000002
16 x cache.m5.2xlarge,16750.08
16 x cache.m4.2xlarge,16750.08
64 x cache.m5.large,16773.120000000003
64 x cache.m4.large,16773.120000000003
23 x cache.r4.xlarge,16791.84
139 x cache.t4g.medium,16813.44
21 x cache.m5.4xlarge,16813.440000000002
84 x cache.m5.xlarge,16813.440000000002
46 x cache.r4.large,16824.960000000003
133 x cache.t3.medium,16853.76
133 x cache.t2.medium,16853.76
15 x cache.r6gd.xlarge,16869.6
116 x cache.r5.large,16871.04
42 x cache.m5.2xlarge,16873.920000000002
57 x cache.r6g.large,16908.48
7 x cache.m5.12xlarge,16934.4
140 x cache.t4g.medium,16934.4
79 x cache.m6g.large,16950.239999999998
134 x cache.t3.medium,16980.48
134 x cache.t2.medium,16980.48
59 x cache.r5.xlarge,16992.000000000004
49 x cache.r5.large,17004.96
85 x cache.m5.xlarge,17013.600000000002
117 x cache.r5.large,17016.48
65 x cache.m5.large,17035.2
65 x cache.m4.large,17035.2
141 x cache.t4g.medium,17055.36
5 x cache.m6g.8xlarge,17078.399999999998
10 x cache.m6g.4xlarge,17078.399999999998
20 x cache.m6g.2xlarge,17078.399999999998
40 x cache.m6g.xlarge,17107.2
135 x cache.t3.medium,17107.2
135 x cache.t2.medium,17107.2
118 x cache.r5.large,17161.920000000002
29 x cache.r6g.xlarge,17163.36
80 x cache.m6g.large,17164.8
142 x cache.t4g.medium,17176.320000000003
47 x cache.r4.large,17190.72
58 x cache.r6g.large,17205.119999999995
86 x cache.m5.xlarge,17213.760000000002
136 x cache.t3.medium,17233.92
136 x cache.t2.medium,17233.92
33 x cache.m4.xlarge,17249.76
33 x cache.m5.xlarge,17249.76
43 x cache.m5.2xlarge,17275.680000000004
25 x cache.r5.xlarge,17280.0
60 x cache.r5.xlarge,17280.0
66 x cache.m5.large,17297.28
66 x cache.m4.large,17297.28
143 x cache.t4g.medium,17297.28
15 x cache.r5.4xlarge,17301.600000000002
119 x cache.r5.large,17307.36
30 x cache.r5.2xlarge,17323.2
50 x cache.r5.large,17352.0
137 x cache.t3.medium,17360.64
137 x cache.t2.medium,17360.64
81 x cache.m6g.large,17379.359999999997
5 x cache.r5.12xlarge,17387.999999999996
87 x cache.m5.xlarge,17413.920000000002
144 x cache.t4g.medium,17418.239999999998
120 x cache.r5.large,17452.8
138 x cache.t3.medium,17487.36
138 x cache.t2.medium,17487.36
59 x cache.r6g.large,17501.760000000002
3 x cache.r4.8xlarge,17521.92
6 x cache.r4.4xlarge,17521.92
12 x cache.r4.2xlarge,17521.92
24 x cache.r4.xlarge,17521.92
41 x cache.m6g.xlarge,17534.88
145 x cache.t4g.medium,17539.200000000004
48 x cache.r4.large,17556.48
67 x cache.m5.large,17559.359999999997
67 x cache.m4.large,17559.359999999997
61 x cache.r5.xlarge,17568.0
82 x cache.m6g.large,17593.92
121 x cache.r5.large,17598.239999999998
139 x cache.t3.medium,17614.079999999998
139 x cache.t2.medium,17614.079999999998
22 x cache.m5.4xlarge,17614.08
88 x cache.m5.xlarge,17614.08
146 x cache.t4g.medium,17660.16
44 x cache.m5.2xlarge,17677.440000000002
51 x cache.r5.large,17699.04
15 x cache.r6g.2xlarge,17733.6
140 x cache.t3.medium,17740.799999999996
140 x cache.t2.medium,17740.799999999996
122 x cache.r5.large,17743.68
30 x cache.r6g.xlarge,17755.2
34 x cache.m4.xlarge,17772.48
34 x cache.m5.xlarge,17772.48
147 x cache.t4g.medium,17781.120000000003
17 x cache.m5.2xlarge,17796.96
17 x cache.m4.2xlarge,17796.96
60 x cache.r6g.large,17798.399999999998
83 x cache.m6g.large,17808.48
89 x cache.m5.xlarge,17814.239999999998
68 x cache.m5.large,17821.44
68 x cache.m4.large,17821.44
62 x cache.r5.xlarge,17856.0
141 x cache.t3.medium,17867.519999999997
141 x cache.t2.medium,17867.519999999997
123 x cache.r5.large,17889.12
31 x cache.r5.2xlarge,17900.640000000003
148 x cache.t4g.medium,17902.079999999998
49 x cache.r4.large,17922.24
21 x cache.m6g.2xlarge,17932.319999999996
42 x cache.m6g.xlarge,17962.559999999998
1 x cache.r6gd.16xlarge,17966.879999999997
2 x cache.r6gd.8xlarge,17971.199999999997
4 x cache.r6gd.4xlarge,17971.199999999997
8 x cache.r6gd.2xlarge,17971.199999999997
26 x cache.r5.xlarge,17971.199999999997
13 x cache.r5.2xlarge,17989.92
16 x cache.r6gd.xlarge,17994.239999999998
142 x cache.t3.medium,17994.239999999998
142 x cache.t2.medium,17994.239999999998
90 x cache.m5.xlarge,18014.4
84 x cache.m6g.large,18023.04
149 x cache.t4g.medium,18023.04
124 x cache.r5.large,18034.56
52 x cache.r5.large,18046.08
45 x cache.m5.2xlarge,18079.200000000004
69 x cache.m5.large,18083.52
69 x cache.m4.large,18083.52
61 x cache.r6g.large,18095.039999999997
143 x cache.t3.medium,18120.96
143 x cache.t2.medium,18120.96
63 x cache.r5.xlarge,18144.000000000004
150 x cache.t4g.medium,18144.000000000004
125 x cache.r5.large,18180.0
91 x cache.m5.xlarge,18214.56
85 x cache.m6g.large,18237.6
144 x cache.t3.medium,18247.68
144 x cache.t2.medium,18247.68
25 x cache.r4.xlarge,18252.000000000004
50 x cache.r4.large,18287.999999999996
35 x cache.m4.xlarge,18295.2
35 x cache.m5.xlarge,18295.2
126 x cache.r5.large,18325.440000000002
70 x cache.m5.large,18345.6
70 x cache.m4.large,18345.6
31 x cache.r6g.xlarge,18347.04
145 x cache.t3.medium,18374.4
145 x cache.t2.medium,18374.4
43 x cache.m6g.xlarge,18390.239999999998
62 x cache.r6g.large,18391.679999999997
53 x cache.r5.large,18393.120000000003
23 x cache.m5.4xlarge,18414.72
92 x cache.m5.xlarge,18414.72
64 x cache.r5.xlarge,18432.000000000004
86 x cache.m6g.large,18452.16
16 x cache.r5.4xlarge,18455.04
127 x cache.r5.large,18470.88
32 x cache.r5.2xlarge,18478.08
46 x cache.m5.2xlarge,18480.960000000003
146 x cache.t3.medium,18501.12
146 x cache.t2.medium,18501.12
71 x cache.m5.large,18607.68
71 x cache.m4.large,18607.68
93 x cache.m5.xlarge,18614.880000000005
128 x cache.r5.large,18616.320000000003
147 x cache.t3.medium,18627.84
147 x cache.t2.medium,18627.84
51 x cache.r4.large,18653.760000000002
27 x cache.r5.xlarge,18662.399999999998
87 x cache.m6g.large,18666.719999999998
63 x cache.r6g.large,18688.32
65 x cache.r5.xlarge,18720.0
54 x cache.r5.large,18740.16
148 x cache.t3.medium,18754.559999999998
148 x cache.t2.medium,18754.559999999998
129 x cache.r5.large,18761.760000000002
11 x cache.m6g.4xlarge,18786.239999999998
22 x cache.m6g.2xlarge,18786.239999999998
94 x cache.m5.xlarge,18815.04
9 x cache.m5.4xlarge,18817.920000000002
9 x cache.m4.4xlarge,18817.920000000002
36 x cache.m4.xlarge,18817.920000000002
36 x cache.m5.xlarge,18817.920000000002
44 x cache.m6g.xlarge,18817.920000000002
18 x cache.m5.2xlarge,18843.84
18 x cache.m4.2xlarge,18843.84
72 x cache.m5.large,18869.76
72 x cache.m4.large,18869.76
3 x cache.m5.12xlarge,18869.760000000002
88 x cache.m6g.large,18881.28
149 x cache.t3.medium,18881.28
149 x cache.t2.medium,18881.28
47 x cache.m5.2xlarge,18882.72
130 x cache.r5.large,18907.2
2 x cache.r6g.16xlarge,18912.96
4 x cache.r6g.8xlarge,18915.84
8 x cache.r6g.4xlarge,18915.84
16 x cache.r6g.2xlarge,18915.84
32 x cache.r6g.xlarge,18938.879999999997
13 x cache.r4.2xlarge,18982.079999999998
26 x cache.r4.xlarge,18982.079999999998
64 x cache.r6g.large,18984.96
150 x cache.t3.medium,19007.999999999996
150 x cache.t2.medium,19007.999999999996
66 x cache.r5.xlarge,19008.0
95 x cache.m5.xlarge,19015.200000000004
52 x cache.r4.large,19019.52
131 x cache.r5.large,19052.640000000003
33 x cache.r5.2xlarge,19055.52
55 x cache.r5.large,19087.2
89 x cache.m6g.large,19095.84
17 x cache.r6gd.xlarge,19118.88
73 x cache.m5.large,19131.84
73 x cache.m4.large,19131.84
132 x cache.r5.large,19198.08
24 x cache.m5.4xlarge,19215.36
96 x cache.m5.xlarge,19215.36
45 x cache.m6g.xlarge,19245.6
65 x cache.r6g.large,19281.6
48 x cache.m5.2xlarge,19284.48
67 x cache.r5.xlarge,19296.0
90 x cache.m6g.large,19310.4
37 x cache.m4.xlarge,19340.64
37 x cache.m5.xlarge,19340.64
133 x cache.r5.large,19343.520000000004
4 x cache.m5.24xlarge,19353.6
8 x cache.m5.12xlarge,19353.6
28 x cache.r5.xlarge,19353.6
7 x cache.r5.4xlarge,19363.68
14 x cache.r5.2xlarge,19373.76
53 x cache.r4.large,19385.28
74 x cache.m5.large,19393.92
74 x cache.m4.large,19393.92
97 x cache.m5.xlarge,19415.52
56 x cache.r5.large,19434.239999999998
134 x cache.r5.large,19488.960000000003
91 x cache.m6g.large,19524.96
33 x cache.r6g.xlarge,19530.719999999998
66 x cache.r6g.large,19578.239999999998
68 x cache.r5.xlarge,19584.000000000004
17 x cache.r5.4xlarge,19608.48
98 x cache.m5.xlarge,19615.680000000004
34 x cache.r5.2xlarge,19632.96
135 x cache.r5.large,19634.4
23 x cache.m6g.2xlarge,19640.16
75 x cache.m5.large,19656.0
75 x cache.m4.large,19656.0
46 x cache.m6g.xlarge,19673.28
49 x cache.m5.2xlarge,19686.24
27 x cache.r4.xlarge,19712.16
92 x cache.m6g.large,19739.52
54 x cache.r4.large,19751.04
136 x cache.r5.large,19779.84
57 x cache.r5.large,19781.28
99 x cache.m5.xlarge,19815.84
38 x cache.m4.xlarge,19863.36
38 x cache.m5.xlarge,19863.36
69 x cache.r5.xlarge,19872.000000000004
67 x cache.r6g.large,19874.88
19 x cache.m5.2xlarge,19890.719999999998
19 x cache.m4.2xlarge,19890.719999999998
76 x cache.m5.large,19918.079999999998
76 x cache.m4.large,19918.079999999998
137 x cache.r5.large,19925.280000000002
93 x cache.m6g.large,19954.079999999998
25 x cache.m5.4xlarge,20016.0
100 x cache.m5.xlarge,20016.0
29 x cache.r5.xlarge,20044.8
138 x cache.r5.large,20070.72
50 x cache.m5.2xlarge,20088.0
17 x cache.r6g.2xlarge,20098.079999999998
47 x cache.m6g.xlarge,20100.96
55 x cache.r4.large,20116.800000000003
34 x cache.r6g.xlarge,20122.559999999998
58 x cache.r5.large,20128.32
70 x cache.r5.xlarge,20160.0
94 x cache.m6g.large,20168.64
68 x cache.r6g.large,20171.52
77 x cache.m5.large,20180.16
77 x cache.m4.large,20180.16
35 x cache.r5.2xlarge,20210.4
101 x cache.m5.xlarge,20216.160000000003
139 x cache.r5.large,20216.160000000003
9 x cache.r6gd.2xlarge,20217.600000000002
18 x cache.r6gd.xlarge,20243.52
140 x cache.r5.large,20361.600000000002
95 x cache.m6g.large,20383.199999999997
39 x cache.m4.xlarge,20386.08
39 x cache.m5.xlarge,20386.08
102 x cache.m5.xlarge,20416.320000000003
7 x cache.r4.4xlarge,20442.24
14 x cache.r4.2xlarge,20442.24
28 x cache.r4.xlarge,20442.24
78 x cache.m5.large,20442.24
78 x cache.m4.large,20442.24
71 x cache.r5.xlarge,20448.0
69 x cache.r6g.large,20468.159999999996
59 x cache.r5.large,20475.359999999997
56 x cache.r4.large,20482.559999999998
4 x cache.m6g.12xlarge,20488.32
3 x cache.m6g.16xlarge,20489.760000000002
51 x cache.m5.2xlarge,20489.760000000002
6 x cache.m6g.8xlarge,20494.079999999998
12 x cache.m6g.4xlarge,20494.079999999998
24 x cache.m6g.2xlarge,20494.079999999998
141 x cache.r5.large,20507.040000000005
48 x cache.m6g.xlarge,20528.64
96 x cache.m6g.large,20597.759999999995
103 x cache.m5.xlarge,20616.480000000003
142 x cache.r5.large,20652.480000000003
79 x cache.m5.large,20704.32
79 x cache.m4.large,20704.32
35 x cache.r6g.xlarge,20714.4
30 x cache.r5.xlarge,20735.999999999996
72 x cache.r5.xlarge,20736.0
15 x cache.r5.2xlarge,20757.6
18 x cache.r5.4xlarge,20761.920000000002
70 x cache.r6g.large,20764.8
36 x cache.r5.2xlarge,20787.84
143 x cache.r5.large,20797.920000000006
97 x cache.m6g.large,20812.319999999996
26 x cache.m5.4xlarge,20816.64
104 x cache.m5.xlarge,20816.64
60 x cache.r5.large,20822.399999999998
57 x cache.r4.large,20848.32
3 x cache.r5.24xlarge,20865.6
6 x cache.r5.12xlarge,20865.6
52 x cache.m5.2xlarge,20891.52
10 x cache.m5.4xlarge,20908.800000000003
10 x cache.m4.4xlarge,20908.800000000003
40 x cache.m4.xlarge,20908.800000000003
40 x cache.m5.xlarge,20908.800000000003
4 x cache.m4.10xlarge,20914.559999999998
20 x cache.m5.2xlarge,20937.6
20 x cache.m4.2xlarge,20937.6
144 x cache.r5.large,20943.36
49 x cache.m6g.xlarge,20956.32
80 x cache.m5.large,20966.399999999998
80 x cache.m4.large,20966.399999999998
105 x cache.m5.xlarge,21016.800000000003
73 x cache.r5.xlarge,21024.000000000004
98 x cache.m6g.large,21026.879999999997
71 x cache.r6g.large,21061.44
145 x cache.r5.large,21088.800000000003
61 x cache.r5.large,21169.44
29 x cache.r4.xlarge,21172.319999999996
58 x cache.r4.large,21214.079999999998
106 x cache.m5.xlarge,21216.960000000003
81 x cache.m5.large,21228.48
81 x cache.m4.large,21228.48
146 x cache.r5.large,21234.239999999998
99 x cache.m6g.large,21241.44
3 x cache.r6g.12xlarge,21275.999999999996
9 x cache.r6g.4xlarge,21280.32
18 x cache.r6g.2xlarge,21280.32
53 x cache.m5.2xlarge,21293.280000000002
36 x cache.r6g.xlarge,21306.239999999998
74 x cache.r5.xlarge,21312.000000000004
25 x cache.m6g.2xlarge,21347.999999999996
72 x cache.r6g.large,21358.079999999998
37 x cache.r5.2xlarge,21365.280000000002
19 x cache.r6gd.xlarge,21368.16
147 x cache.r5.large,21379.68
50 x cache.m6g.xlarge,21384.0
107 x cache.m5.xlarge,21417.12
31 x cache.r5.xlarge,21427.2
41 x cache.m4.xlarge,21431.52
41 x cache.m5.xlarge,21431.52
100 x cache.m6g.large,21455.999999999996
82 x cache.m5.large,21490.559999999998
82 x cache.m4.large,21490.559999999998
62 x cache.r5.large,21516.48
148 x cache.r5.large,21525.12
59 x cache.r4.large,21579.84
75 x cache.r5.xlarge,21600.0
27 x cache.m5.4xlarge,21617.28
108 x cache.m5.xlarge,21617.28
73 x cache.r6g.large,21654.719999999998
101 x cache.m6g.large,21670.559999999998
149 x cache.r5.large,21670.56
54 x cache.m5.2xlarge,21695.04
83 x cache.m5.large,21752.64
83 x cache.m4.large,21752.64
9 x cache.m5.12xlarge,21772.8
51 x cache.m6g.xlarge,21811.679999999997
150 x cache.r5.large,21816.0
109 x cache.m5.xlarge,21817.440000000002
63 x cache.r5.large,21863.52
102 x cache.m6g.large,21885.119999999995
76 x cache.r5.xlarge,21888.0
37 x cache.r6g.xlarge,21898.079999999998
15 x cache.r4.2xlarge,21902.4
30 x cache.r4.xlarge,21902.4
19 x cache.r5.4xlarge,21915.36
38 x cache.r5.2xlarge,21942.72
60 x cache.r4.large,21945.6
74 x cache.r6g.large,21951.36
42 x cache.m4.xlarge,21954.239999999998
42 x cache.m5.xlarge,21954.239999999998
21 x cache.m5.2xlarge,21984.48
21 x cache.m4.2xlarge,21984.48
84 x cache.m5.large,22014.72
84 x cache.m4.large,22014.72
110 x cache.m5.xlarge,22017.600000000002
55 x cache.m5.2xlarge,22096.800000000003
103 x cache.m6g.large,22099.68
32 x cache.r5.xlarge,22118.399999999998
8 x cache.r5.4xlarge,22129.92
16 x cache.r5.2xlarge,22141.44
77 x cache.r5.xlarge,22176.0
13 x cache.m6g.4xlarge,22201.92
26 x cache.m6g.2xlarge,22201.92
64 x cache.r5.large,22210.559999999998
111 x cache.m5.xlarge,22217.760000000002
52 x cache.m6g.xlarge,22239.359999999997
75 x cache.r6g.large,22247.999999999996
85 x cache.m5.large,22276.8
85 x cache.m4.large,22276.8
61 x cache.r4.large,22311.36
104 x cache.m6g.large,22314.239999999998
28 x cache.m5.4xlarge,22417.920000000006
112 x cache.m5.xlarge,22417.920000000006
19 x cache.r6g.2xlarge,22462.559999999998
5 x cache.r6gd.4xlarge,22464.000000000004
10 x cache.r6gd.2xlarge,22464.000000000004
78 x cache.r5.xlarge,22464.000000000004
43 x cache.m4.xlarge,22476.96
43 x cache.m5.xlarge,22476.96
38 x cache.r6g.xlarge,22489.92
20 x cache.r6gd.xlarge,22492.8
56 x cache.m5.2xlarge,22498.560000000005
39 x cache.r5.2xlarge,22520.16
105 x cache.m6g.large,22528.800000000003
86 x cache.m5.large,22538.879999999997
86 x cache.m4.large,22538.879999999997
76 x cache.r6g.large,22544.64
65 x cache.r5.large,22557.6
113 x cache.m5.xlarge,22618.08
31 x cache.r4.xlarge,22632.480000000003
